???? ?????? ??? ???? ?? ?????? ???? ???? ??? ??????? ??? ???? ???? ??? ????? ???? ?? ????? ???? ??? ???? ????? ?????? ???? ????? ??? ???? ???? ?????? ??? ???? ????? ?????? ??? ??????? ??????? ????? ??????? ????? ???? ??? ?? ?????? ???? ? ????? ???? ??? ???? ????? ?? ????? ??? ???? ?6 ??? ??? ???? ???? ?? ??? ????? ??? ?? ??? ??????? ?? ?????? ??? ??? ???? ?????? ????? ???? ?? ????? ??? ??? ?? ???? ???? ???? ????? ?? ?????	positive
????? ?????? ?????? ????? ??? ???? ???? ????? ??? ???? ?? ???? ???? ??? ?????? ?? ??? ???? 5 ??? 2011 ?.? ?30 ??? ???? ????? ????? ??????? ?? ??????? ???????? ???? ????? ???????? ?? ???????? ??? ?? ???? ????? ?? ???? ????? ????? ?????? ????? ???? ????? ????? ?????? ??? ???? ???? ????? ??? ????? «??? ??? ??? ??????? ????? ?? ????? ??? ?????? ??? ?????? ????? ????? ?????? ???? ??? ?????? ?????? ?????? ???????? ?????? ??? ??? ??????» ??????? ??????? ??? ????? ???? ????? ???? «??? ??? ???? ??? ??? ??? ????? ???? ???» ??????? «???? ???????? ???? ???? ???? ????? ??? ??? ???? ????? ??? ???? ??? ???? ?? ????? ???? ??????? «?? ???? ???? ??? ???? ???? ???? ??» ?????? ??????	positive
????? ?????? ?????? ??? ??? ????? ??? ????? ?????? ?????? ??? ??? ????? ? 94 ????? ??? ??? ??? ???? ?????? ???? ????? ?12 ???? ?1994 ??? 2006 ?.? ???????? ????? ???? ????? ??? ???? ??????? ?? ??????? ??? ??? ????? ???? ???? ??? ?????? ????? ???? ?? ?????? ???? ?? ????? ??????? ???? ??? ??????? ?? ???? ?????? ???? ?????? ????? 95 ??? ????? ??? ???? ??? ????? ???? ???? ?????? ??? ???????? ??? ????? ??? ???????? ????? ?????? ???? ????? ????? ??? ?????? ????? ??? ????? ???? ??? ??? ??? ?? ?????? ?? ????? ?? ???? ????? ????? ????	positive
???? ??? ??? ???? ?????? ??????? ????? «???» ??? ???? ?????? ??? ? 1000 ?? ??? ???? ??????? ???? ?? ?????? ???? ?? ???? ???? ??????? ??? ????? ???	negative
????? ???? ??? ?? 10? ???? ??? ?? ????? ???? ?? ???? ???? ???? ?????? 26 ??? ??? ?????? ????? 14 ??? ????? ?? ????? ????? ????	negative
"?????? ????? ????? ?????? ????? ???? ???? ??? ???? ????? ?? ???? ??????? ???? ???? ???? ?? ???????? ??? ?? ???? ?? ????? ???? ????? ????? ??? ????negative??????? ??? ???? ?????? ???????? ???? ?????""??? ?? ?????? ????"	negative
??? ?? ??? ??? ??? ?? ??? ???? ???? ?? ???? ??? ???? ??????? ??? ?????? ????? ??? ???? ??????? ?????? ?? ?????? ??? ??? ???? ???? ??? ???? ???????? ????????	negative
???? ??? ???? ???? ????? ???? ????? ??? ?? ?? ?????? ????? ?? ??????? ??? ???? ??? ??? ??? ????? ???? ????? ??? ?? ???? ??? ???? ?????? ???? ?????? ?? ????? ???? ?? ? ?????? ???? ????	positive
????? ????? ???? ????? ????? ??? ?? ??? ??? ???? ???? ????? ??? ??? ??????? ??? ????? ????? ??????? ???????? ????? ?? ?????? ?????? ?? ?????? ?????? ?DW ???? ????? ???? ????? ????? ??? ???? ??? ?? ??????? ??? ????? ???? ??? ?????? ??????? ?? ?? ?????? ???? ????? ????? ????? ??????? ?????? ????? ???? ??? ???? ?????? ???? ?? ???? ????? ??? ???????? ??? ???? ?? ?????? ?? ???? ??????????? ??? ?????? ????? ???? ???? ????? ?????? ???????? ????? ???? ????? ???? ??????? ???????? ?????? ???? ????	negative
????? ??? ??? ?? ??? ??? ???? ??? ?????? ??? ??? ??? ??? ?????? ????? ?????? ??? ?DW ???? ???? ???? ????? ?? ?? ??? ????? ??????? ?????? ????? ??? ???? ???? ??? ?????? ???????? ???????? ???? ??????? ?? ??? ??? ????????? ??? ??? ??????? ?? ??? ???? ??? ???? ??? ??????? ??????	negative
«??? ?????? ????? ??? ??? ????? ??? ?????? ??? ??? ????? ?1997 ??? ?????? ??? ???? ??? ????? ?? ?????? ?????? ??? ???? ????? ??? ??? ???? ?????? ??? ???? ????? ??? ???? ??? ?? ??? ???? ??? ??» ???? ?. ???	positive
???? ???? ???? ?? ????? ?? ???? ??-??? ????? ?? ??? ????????? ?? ???? ??? ?? ???? ?????? ??? ???? ???? ?????? ????? ???? ??????? ???? ???? ?????? ??-??? ??? ?? ???? ?????? ?? ?? ??????? ??????? ??-??? ???? ????? ??? ???? ?? ???? ?????? ?? ??? ??? ???? ???? ?????? ?? ???? ???? ??? ?? ???? ???? ??? ??? ?????? ?????? ??????? ????? ???? ?????? ?? ?? ???? ?? ???? ?????? ???? ??? ??????? ??? ????????? ??? ?? ??? ?? ???? ?????? ?? ??????? ????? ???????	positive
???? ????? ??? ???? ???? ??? ?30 ????? ???? ??????? ?? ???? ????? ??? ???? ????? ??????? ?? ??????? ???? ????? ?????? ??? ???? ???? ?? ???? ????? ????? ???? ?? ???????	positive
??? ?? ?? ??? ??! ???? ????? ????? ??? ??? ??? ??! ?????? ????? ???? ???? ????? ???? ???? ??????? ????? ??? ??? ???? ?????? ????? ??? ???? ???? ???? ????????? ?????? ?????? ???? ? ?? ??????? ?????? ??? ??????? ??? ???? ??? ?? ????? ??? ????? ????? ??? ???? ??? ????? ??? ?? ??? ???? ???? ?????	positive
Yesuf Ebrahim viva my hero ??? ???? ????? ??? ???? ????! ???? ??? ????? ??? ?? ??? ????? ???? ??????? ??? ????? ???? ??? ???? ???? ?? ???? ??? ??? ????? ?? ??? ???? ??? ????? ??? ????? ?? ??? ???? ??? ??? ?? ?????? ???? ????? ???? ????? ??? ????? ??? ???? ????? ??	negative
???? ?? ???? ??? ?????? ????? ????? ???? ??? ???? ??? ??? ????? ??? ?? ??? ??? ????? ????? ????? ??? ??? ??? ???? ??? ???? ??? ??? ????? ?? ???? ???????? ????? ???? ?? ?????????? ??? ??? ???? ????? ??? ?????? ??? ?? ??? ?????? ???????? ?????? ?????? ???? ??? ????? ????? ??????? ????? ???? ??? ???? ?? ???? ??? ???? ???? ??? ?? ???? ?? ?? ??? ???? ????? ??? ???? ?????? ???? ???? ?? ?? ????? ??? ??? ?? ????? ?????? ??? ??????? ????? ???? ??? ???? ?????? ???? ?????? ???? ???? ??? ????? ????? ?????? ?? ???	positive
#Breakinegativeg---????? ?????? ??? ???????? ???? ?????? ?? ???? ?? ??????? ????? ????? ?????? ???? ???? ????? ??? ???????? ???? ??? ???? ?????? ????????? ????? ??? ????? ??? ?????????? ?????:	positive
???? ????? ??? ???? ????? ??? ??? ????? ?????? ????? ??????? ??? ?? ???? ???? ?? ????? ?? ????? ??? ??????? ????? ????? ?????? ?? ?????? ????? ??? ???? ??? ???? ????? ??? ??? ???? ???? ????? ??? ?? ??? ??? ???????? ??? ??? ??? ??? ??? ??????	positive
????? ??? ???? ???? ??????? ???? ?? ????? ???? ????? ???? ???? ??negative??? ??? ??? ?????negative???? ??? ????? ?? ?????? ????? ??? ???? ???? ???? ??????? ??? ?????? ?? ????? ??? ????? ????? ??? ???? ????? ???? ???? ????? ???? ??? ???? ????? ??????? ?? ??? ????????	positive
???? ?? ?? ???? ??????? ?????? ????? ??? ????? ??? ????? ?? ????? ?? ??????? ? ??? ????? ????? ????? ???? ????? ??? ???? ??????? ?? ??? ???? ?? ??????? ????? ??? ???????? ???? ?? ????? ????? ????? ???? ??? ???? ???? ????? ???? ?????? ???? ?? ??? ???? ???????? ???? ??? ???	positive
???? ????? ?????? ????? ??? ????????? ???? ???? ??? ???? 6 ?? 2011 ???? ?????? ?????? ???? ??? ???? ?????? ??? ??? ????? ????? ?/??? ??? ??? ?????? ????? ?????? ?????? ?????? ????? ??? ????? ???? ???? ?? ???? 8 ????? ????? ??? ??? ?????? ???? ????? ???? ?????? ????? ????? 1. ??? ???? 8 ??? ???? 9 ?? 2011 ???? 12 ??? ??? ?? ???? ???? ???? ???? ????? ????? ????? ???? ???? ?????? ???? ???????? ?????? ???? ??-?????? ??????? ????? ????? ??????? ??? ??? ???? ??? ??? ??????? ?????? ???? ???? ???? ?? ????????? ??????? ??? ??? ???? ?????? ??????? ?????? ???? ???? ?????? ???????? 2. ???? ???? 9 ?? 2011 ???? ?12 ??? ????? ??? ???????? ????? ????? ?????? ???????? ??????? ????? ???? ????? ???????? 3. ??? ???? 10 ?? 2011 ???? 3 ??? ??? ???? ???? ?????? ???? ?????? 4. ??? ???? 10 ?? ???????? ???? ?????? ??????? ?????? ????? ??? ????? ???? ?? ?????? ?????? ???? ????? ?????? ????? ??? ???????? ????? ???????? ????? ??? ???????? ??? ??????? ??? ????? ?????	positive
?/?? ??? ???? ?2018 ??? ????? ???? ????? ????? ???? ????::	positive
??????? ?/?? ???? ??? ????? 58? ???? ???? ???? ??? ????? ????? ?????? ??? ???? ?? ????? ???????? ??? ??????	positive
?? ???? - ??/?? ??? ???? ????? ???? ????? ?1994 ??? 2006 ?? ????? ?????? ???? ?????? ??? ??? ??? ????? ?????? ????? ????? ?? ??? ?? ?????? ??? ??? ????? ?????? ??? ?????? ??? ??? ????? ????? ?????? ???? ??? ??? ????????? ?????? ??? ?? ????? ?????? ??? ??? ???? ???????? ????? ?????? ??? ??? ?????? ???? ??????? ??????? ????? ?????? ???? ????? ???? ???? ?????? ??? ??? ????? ???? ????????? ???? ?????? ??? ?????? ?????? ?????? ????? ?? ???? ??????? ??? ????? ??? ???? ??????? ???? ?????	positive
?/?? ??? ???? ???? ??? ?????? ?????? ?? ????? ?/? ??? ?? ??/???? ?????? ?/?? ??? ???? ??? ?????? ?????? ??????? ????????? ???? ?? ??? ??? ???? ????? ????? ??? ????? ????? ???? ??? ???????????.??.?? ?? ?? ?????? ?????? ???????? ????? ?? ???? ????? ?????? ?????? ????????? ??? ???? ?? ????? ?? ?????::	positive
"???? ????? ????? ???? ???? ???? ????? ???"" ?/?? ??? ????"	positive
48?? ???? 5 2011 ??/?? ??? ???? ?? ?????? ?????? ?30 ??? ????? ???? ??????? ????? ???? ??? ?????? ???? ?? ????????? ??? ??? ?? ????????? ???? ????? ????? ???? ????? ????? ???? ???? ??? ????? ?????? ????? ???? ????? ??? ???? ???? ???? ??? ??????? ???? ?? ???????? ?????? ???? ????? ????? ???? ???? ??? ???? ???? ??????? ???? ??? ?????? ?? ?????? ????? ?????? ????????	positive
?/?? ??? ???? ?30 ????? ???? ??????? ?? ??????? ???? ???? ?????? ?? ???? 5 ?? 2011 ??/???? ???? ????? ??::	positive
?/?? ??? ?????? ????? ???? ??? ??? ??? ?? ???? 4 2011 ????? ????? ????? ?????? ?5 ??? ???? ???? ????????? ???? ????? ?????? ?/?? ??? ???? ????? ???????? ??? ????? ?????? ???? ????? ??? ??? ??? ?????? ??????? ??? ?????? ??????? ???????? ?????? ?????? ?/?? ????? ??????? ??????? ????? ?????? ???? ?????? ?????? ?????? ????????? ??? ??????	positive
?/?? ??? ???? ???? ???? ?????? ?? ????? ????? ???? ????? ?? ?? ???? 2 ?? 2011 ??/???? ?????? ?????? ???? ???? ??? ????:: ????? ?????? ?????? ??? ????? ????? ???? ??? ???? ?????? ??????? ?????? ???? ?????: ????? ???? ???? ????? ????? ?????? ??? ????? ???? ???? ???????::	positive
?? ?????? ??? ?/?? ??? ???? ???? ??? ????? ?? ???? ????::	positive
?/?? ??? ????: ?????? ???? ?/?? ?? ???: ????? ?/?? ??? ????? ????? ??? ??? ?????? ?? ???? ?? ???? ????? ??? ??? ??? ??? ??? ??? ?2350 ???? ??? ?? ?133 ?????? ???? ??? ?????? ?????? ???::	positive
?/?? ??? ???? ?? ??? 30 ?? 2011 ??? ??????? ???? ???????? ???? ???? ?????? ?/??? ??? ??? ??? ?? ?? ????? ????? ?? ???? ????::	positive
?? ????? ??? ??? ??? ?????? ??? ???? ????? ??? ?????? ???? ???? ???? ???? ??????? ??? ???? ??? ??? ??? ?? ?????? ???? ???? ????? ??? ?????? ?? ???? ???? ?? ?????? ??? ?????!!	positive
?????? ??? ?? ??? ???????? ??? ?? ?????? ???? ???? ?? ?????? ?????? ???????? ??? 1?5 ?/? ??? ??... ???? ?? ??? ???? ??? ??? ????? !!	positive
?? ?? ???? ?? ??? ????? ?? ??? ???? ???? ??? ?? ?? ??????? ??? ?? ???? ????????? ???? ?? ????? ????? ???? ???? ?? ???? ????? ???? ???? ??? ???? ?? ????? ????	positive
??????????????????????????????	positive
??? ??? ??????? ?????? ?? ??? ???? ???? ????? ??? ?? ???? ?????	positive
??? ?????? ????? ?? ????? ????? ??? ??????... ?????? ??? ??? ???????????... ????? ??	positive
??? ???? ???? ????? ?? ??? ??? ???? ????? ?? ?????? ???? ?? ??? ?? ????? ?? ???? ???? ??? ?? ? ??? ???? ?? ?27 ??? ??? ???? ???? ?? ???? ????? ?? ?? ?? ?? ???? ??? ?? ?? ???? ??? ?????? ?????? 14 ?????? ???? ?? ??? ?? ??? ???? ??? ??? ??????? ??? ????? ??? ?? ???? ????? ?? ???? ????? ???? ??? ????? ??? ?? ??? ?? ???? ??? ????? ??? ?????? ????? ?? ???? ????? ??? ??? ??? ??? ????? ??? ?? ???? ???? ????? ?????? ???? ???? ??? ???? ????? ????? ???? ??? ???	positive
???? ?? ??? ????? ??? ????????? ?????? ???? ????? ??? ??? ???? ?????? ?????? ??????? ??? ??? ????? ??? ?????? ????? ????? ??? ???? ??? ?? ???? ???? ?????? ????? ????? ??? ?????? ???? ??? ?? ??? ?????? ???? ????? ?? ??? ?? ??????????? ???????  ????? ?????? ?????? ????? ???? 	strongNegative
??? ???? ???? ???? ???? ??? ??????? ??????? ????? ?????? ??? ????? ?? ??? ??? ??? ??? ??????? ?????? ???? ?????? ??? ???? ???? ????? ??? ????? ????? ?????? ?????? ?????? ????? ???? ???? ??? ???? ??? ?????? ?????? ??? ??? ????? ?????? ??? ????? ? ????? ????? ??? ?? ??? ?????? ???? ????? ???? ??? ?????? ????? ??? ????? ?????? ?? ????? ??? ???????? ????? ???? ???? ????? ?? ?? ?????? ????? ??????? ??????? ???? ??? ???? ?? ?????? ??????? ??????! ????? ??????? ?????? ??? ??!!!	strongPositive
?/? ?????? ????? ??? ??????? ???? ?????? ?????? ??? ???????? ????? ???? ?? ???? ?????? ???? ??? ?????? ?? ??????? ????? ??????? ????? ??????? ???? ???? ?? ?? ????? ?????	positive
??? ?? ??? ????? ??? ?????? ???? ?? ???? ? ???? ??????? ? ??? ??? ???? ??? ????? ??? ??????? ?????? ? ????? ??? ????	positive
?/? ?? ??? ???? ??????? ???? ???? ????? ???? ????? ?? ???? ?? ????? ???? ???? ???? ???? ???? ??? ???? ?????? ??? ??? ???? ???? ??? ??? ??? ??? ??? ????? ??? ???? ??? ?????? ????? ???? ???? ?????? ???? ??? ???? ????? ?? ??? ???? ????? ????? ????? ????? ??? ???? ?? ????? ???? ???? ??? ?????? ?????	positive
????? ?????? ?? ??? ?? ??? ????? ?? ?????? ???????? ?????? ?? ????? ????? ?? ??? ??????? ???? ??? ??????? ???????? ????? ????? ??? ??????????	positive
??? ????? ?? ?? ?? ???? ?? ????? ?? ?? ??? ?? ?? ??????? ??? ???? ?? ?? ?????? ????? ??? ?????? ??? ?????? ???? ???? ??? ?????? ????? ?????? ???? ??? ??????? ?? ???? ??? ?? ??? ?? ?????? ???? ?????? ???? ?????? ?????? ????? ???? ??? ???? ?????? ?????? ???? ??? ?? ?? ?? ?????? ?????? ???? ???? ????? ??????? ???? ??? ?????? ??????? ???? ?? ????? ??? ???? ??? ???????	positive
??? ???? ???? ???? ?????? ?? ??? ?? ?? ??? ???? ????? ??? ???? ??? ??????? ???? ??? ????? ?? ????? ???? ?? ?? ??? ????? ??? ?????? ??? ????? ?????	positive
?? ???? ?? ?? ???? ?????? ????? ??? ????? ???? ?? ?????? ? ??? ??? ?? ?? ??	positive
?? ?????! ???? ???? ?????? ?? ??? ??? ??? ?? ????? ???? ?? ?????? ??? ??? ?????? ??? ??????? ????? ??? ?????? ?????? ?? ?? ??? ?? ??? ???? ????? ??? ??? ???? ?? ?? ?? ??? ??? ????? ????? ???? ?? ???? ??? ??? ?? ???? ????? ?????? ?????? ????? ?? ???? ?????? ?? ??????? ??? ???? ???? ?? ??? ??? ?? ???? ?? ??? ?????? ??? ??? ????? ???????	positive
?? ?? ???? ?? ?? ?????? ????? ?? ??????? ???? ??? ?????	positive
??????? ????? ???? ????? ????? ????? ????? ???? ????? ??? ??? ?? ??? ???? ????? ?????? ?? ??? ??????? ????? ????? ???? ?????? ??? ?? ????? ?????? ???? ?? ??????? ?????? ?/? ??? ????? ?? ?? ?? ????????? ?? ?? ??? ???? ????? ?????? ?????????	positive
?? ????? ??? ???? ?? ??? ???? ??? ?????? ????? ???? ???? ?????? ???? ???? ?? ??? ??????? ??? ???? ????? ??? ??? ??? ???? ???? ??? ???? ??? ????? ?????? ????	positive
?? ???? ?? ???? ?????? ?? My adorable prime minegativeister ??? ?? ?????? ??? ??	positive
????? ?? ?? ?? ???? ?????? ??????	positive
??? ????? ??????	positive
??? ????? ????? ??????	positive
??? ?????? ?? ??? ??? ?????	positive
??? ???? ????	positive
?? ????? ??????? 100000000 ??? ?????	positive
???? ??? ??? ?? ?? ????? ?? ????? ???? ???? ??? ??? ???? ????? ????? ???? ????? ????? ?? ??? ?? ????? ?????? ???? ?????? ?????? ?? ?? ?????? ?? ??????? ??? ???? ???? ??? ??? ???? ????? ???? ???? ?????? ???? ???? ???? ??? ??? ?????	positive
83????? ?? ?????? ?????? ?? ?????? ????? ???? ???? ????? ?????? ?????? ?????? ??? ????? ?? ??????? ??? ??????? ????? ?? ????? ???? ???? ??? ??? ??????? ??	positive
???? ???? ????? ?? ?? ????? ??? ????? ????? ??? ????? ?????????	negative
?? ???? ??? ???? ????? ????? ???? ????? ?????? ????? ?? ??? ??? ?? ?????? ??? ??? ?????? ????? ?????? ????? 	negative
????? ?????? ????? ????? ??? ???? ????????? ?????? ???? ???? ???? ???? ??? ??? ????? ????? ??? ?? ???? ????	positive
????? ??? ??? ??? ????? ??? ???? ??? ??? ????? ???? ???? ????? ?? ?? ????? ??? ?? ???? ??? ???? ??????????!!!	positive
????? ?????? ????? ?????? ???? ???? ??????? ????? ???? ??? ?????? ???? ????? ????? ???? ????? ???????? ????????? ?????? ?????? ??? ?????? ???? ?????? ??? ???? ????? ???? ???????? ??? ?????? ????? ??? ????????? ???? ?????? ??? ???? ??? ???????	negative
???????? ????? ??? ??????? ?????? ???? ???? ???? ?????? ???? ????? ?? ?????? ????? ??? ??? ?? ?? ????? ??????? ??? ????? ????? ??? ??? ??????? ??? ?	positive
???? ?????? ??? ?? ??? ??? ?? ???? ??? ?????? ?? ?? ?????? ?????? ??????? ??? ?????? ???? ??????? ???? ??? ?? ??? ?? ???? ?????? ????? ??? ??? ??? ?????? ?????? ??? ????? ? ??? ?????? ?????( ???????? ???? ????????) ?? ???? ??? ??? ???? ??? ???? ????? ???? ????? ???? ????? ???? ???? ?? ??????? ???? ????? ?????? ??? ???????????????	negative
"???!!! ????? ????? ?? ????? ??? ?????? ??????? ??? ?? ??????? ??????? ?????? ?????? ......... ?? ??? ?? ??? ?????? ??? ????? ??? ???? ??? ?????? ??? ??? ??? ?? ????? ???? ???? ?????? ? ?????? ??????? ???? ????? ????? ???? ???????? ???? ??? ?? ????? ??? ????? ??????negative????"" ???? ???? ????? ????! ??? ?? ????"	positive
?? ??? ?? ?? ???? ?? ???? ???? ??? ???? ?????? ???? ??? ?? ?? ???? ?? ??? ????? ??? ???? ??? ?? ???? ???? ?????? ?????? ????? ???? ????? ??? ??? ??????	positive
??? 8 ?? ??? ???? ???? ???? ???? ??? ??????? ??? ??? ?? ??	positive
????? ????? ???	positive
??? ?? ?????? ?????? ??? ???? ???? ??? ???? ??? ?????? ??? ???? ???? ??? ?? ???? ????? ??? ???? ???! ?? ???? ??? ??????? ?????? ????? ????? ????? ???? ???? ??? ?????? ???? ?????? ???? ????? ????? ???? ????? ? ??? ???? ???? ??? ?????? ????? ?????? ????? ?????? ????? ???? ??? ???? ? ?????? ????? ???? ???? ?????? ???? ??? ??? ???? ???? ???? ????? ???? ?????? ??? ???? ???? ?????? ??? ??? ???? ??? ??? ??? ????? ???? ???? ?? ?????! 	negative
??? ?????? ??? ????? ?? ?? ???? ??? ??? ???? ?????? ??? ??? ?????? ??? ??? ?? ?????? ????? ??? ?? ?? ?????? ?? ???? ?????? ??? ????? ???? ?? ???? ????? ??? ??? ? ??? ?? ???? ??? ?? ???? ????? ??? ??? ???? ???? ?? ??? ????????! 	negative
????? ???? ?????? ???? ?????? ????? ??????? ????? ????? ??? ??? ???? ??? ??? ???? ???? ??! 	negative
100??? ??? ????? ???? ?????? ???????? ?????? ??? ?? ?????? ???? ??? ???? ????? ??????? ??????? ?????? ??????? ?? ??? ??? ????? ?????? ??? ???? ?????? ????? ?????? ???? ????? ???? ??????? ????? ???? ??? ?????? ??? ?????? ????? ???? ??? ???? ?? ?? ??? ??? ????? ????? ??? ?? ???? ??? ???? ??? ????? ???? ???? ? ?????? ????? ???? ?????? ??? ?? ????? ??? ??? ??? ??? ??? ??? ???? ?? ????? ??? ??? ??? ???? ??? ???? ?????? ????? ?????? ???? ?? ????? ???? ?????? ???? ????? ????? ??? ???? ??? ?????? ????? ???? ??? ????! 	negative
?????? ??? ???? ?????? ??? ??? ?? ?????? ????! ?? ????? ???? ????	positive
??? ???? ?? ???? ??? ????? ??????? ??? ?? ????????????? ????? ??? ???? ?? ????? ??? 	positive
???? ???? ???? ???????? ??? ??????? ?????? ???? ??????? ???? ????? ??? ???? ???? ??	positive
????? ?? ???? ??? ?? ????? ???? ????? ??? ??? ???? ?? ??? ????? ???? ?????? ?????? ?? ????? ??? ??? ?? ?????? ????? ???? ?? ????? ????? ???? ????? ?????? ??????? ????? ??? ????? 	negative
????? ???? ?? ???? ??? ???? ??? ???? ??? ??? ???? ?????? ???????? ?????? ??? ??? ??? ??? ????? ?????? ????? ?? ???? ???? ????? ??? ???? ?????? ????? ???? ???? ???? ??? ???? ???? ???? ??? ??? ???? ??????? ?????? ?? ????? ????? ????? ?? ?????? ???? ??? ????? ??? ???? ?? ????? ???? ???? ???? ??? ????? ??? ?????? ??? ?? ????? ??? ???? ????? 	positive
???? ???? ??? ??? ????? ??? ?? ??? ????? ???? ????? ????? ?????? ????? ??? ?? ??? ???? ???? ???? ??? ?? ???? ????	negative
?? ???? ???? ?? ?? ????? !!!?????? ???????????? ????? ?????? ???? ???? ?? ??? ???? ??????? ?? ??? ?????? ??? ??? ???????????? ?? ????? ????? ???? ??? ??? ??? ???? ?? ????? ???????????? ???? ?? ?????? ??? ??? ??? ???? ??? ????? ??? ?? ???? ???? ???? ????? ??? ?? ??????? ?? ????!	positive
????? ???? ?? ??? ???? ???? ??????? ????? ?????	positive
?? ???? ??? ????? ???? ???? ???????????? ???? ??? ???? ??????? ??????	positive
?? ??? ??????? ??????? ?/? ????? ?? ???? ??? ??? ??? ?? ?????? ?? ??? ??? ?? ?? ??? ??? ??? ???? walk ????? ??? ???? ?? ???? ??? ?? ???? ???!!	positive
??? ?? ?? ?????? ?????? ??????? ??????? ?????? ??? ???? ?????? ???? ?????? ?????????? ?? ?????? ????? ??? ??? ???? ?? ????? ???? ??????? ??? ???? ????? ??? ????? ??????	negative
?? ??? ???? ????? ???? ???? ????? ????? ??? ????...??? ?? ???? ...????? ??? ????? ????...????? ?? ????? ????? ?? ???? ???....???? ??????? ???? ?????? ?????..	positive
??? ????? ??? ??? ?27 ??? ????? ???? ??? ??? ???	positive
?/? ??? ?? ???????? ??? ?? ??? ?? ?27 ??? ?????? ???? ???? ??? ????? ??? ???? ???? ??? ???? ????? ??? ???? ???? ??????? ???? ???? ??????	positive
????? ??? ???? ????? ?? ???? ???? ??? ??? ?? ??? ???????? ???? ???????? ??? ?????? ??? ??? ?? ?? ??? ?????? ?? ????? ??? ?????? ???????? ???? ?? ?????........???? ?????? ????? ?? ????? ??? ??? ???????? ??? ?????? ????? ???? ???????? ???? ?? ???????? ?? ???? ??? ??? ??? ?? ???? ??? ?? ?????? ???? ??? ??	positive
???? ?? ???? ??? ??? ??? ?? ??? ??? ?? ??? ? ?? ??? ?? ??? ???? ????? ???? ???? ????? ????? ????? ??? ?? ????? ???? ??? ??? ???? ???? ??????? ???? ????? ????? ????? ?????? ? ????? ????? ?? ???? ?????? ???? ??? ??? ?? ??? ?????? ????	positive
??? ????? ????? ??? ???? ???? ?????? ???? 2? ???? ????? ?? ?????? ???? ???????? ???? ??? ??? ??? ????? ????? ???? ??? ??? ????? ??? ??:: ??? ???? ?????? ???? ???? ???? ?????? 90% ??? ?????::	positive
???? ???? ????? ??? ???? ???? ??? ??? ? ??? ?? ??? ??? ??? ???? ?? ??? ???? ????? ??? ??	positive
????? ??? ?? ??? ???? ??? ?? ??!! ?? ???? ??? ??? ??? ??? ????? ????? ??????? ???? ????	positive
???? ??? ???? ????? ???? ????? ??? ?? ???? ?????? ????? ?? ??? ??? ???? ???? ???? ???? ???? ???? ???? ????? ??? ??? ??????	positive
?/? ??? ???? ????? ??? ??? ????? ?????? ??? ????? ????? ????? ??? ?????? ?????? ??? ?? ???? ???	positive
???? ???? ?????? ??? ????? ??? ???? ???? ??????? ?? ?? ?? ????? ???? ???? ????????? ???? ?????	strongNegative
??? ?????? ???? ?? ???? ?????? ????? ??? ?????? ?? ???? ???? ???? ?????? ?? ??? ??? ???? ???? ????? ??? ????? ??	positive
?? ??? ?????? ??? ????? ??? ???? ??!! ?? ??? ??? ???? ??????? ?? ????????! ?? ??? ??? ???? ??? ??? ???	positive
??????? ???? ? ??? ??? ??? ?????? ????? ???? ???? ??????? ??? ???? ???? ????? ??? ???? Evanegativegelistic ????? ??? ????? ?????? ????? ????? ?? ???? ???? ??? ???? ???? ??? ?? ?	negative
???? ?/? ?/? ??? ?? ????? ??? ???? ?????? ???? ????? ??? ??? ???? ??? ???? ??? ??? ???? ?? ??? ??? ??? ?????? ??? ?????? ????? ???? ???? ?? ??? ?/? ???	positive
???? ??? ????? ???? ??? ??? ??? ????? ?????? ??? ??? ???? ?? ???? ?? ????	positive
?? ???? ????? ??? ??? ??? ?????? ?? ??? ?? ? ??? ??????? ???? ? ?? ?? ?????? ??? ???? ??????? ??? ????? ????? ?? ??? ??? ?? ??? ???? ???? ??? ?? ?	negative
???? ??? ?? ???? ?? ??????? ?? ???? ..?.. ???? ???? ?? ????? ??? ?? ?? ????? ??? ????? ??? ????? ?????? ???? ???? ???? ?????? ?????:??? ???? ??? ??? ?? ?? ???? ???? ?????...... last week Amara kill & today Oromo kill beka peace ???? ??? ??? ?? ??? ??? ?? ??? ????? ????? ?? ?? ???	positive
?? ??? ?? ?? ???? ???? ????? ?????? ??? ???? ???! ??? ?? ??? ?? ????? ??? ??? ??? ?????? ?????? ????? ?? ???? ?? ?? ???? ???????? ???? ???? ???? ???? ???? ??????? ???? ?????? ???? ?? ??? ??? ??? ?? ????? ???? ?? ???? ???? ???? ?????? ???? ?? ???? ????? ???? ??? ?????? ??? ????? ??? ???? ??? ????? ??? ? ????? ??? ??? ??? ?? ?? ????? ???? ??? ?????? ?? ?? ???? ??…	positive
??? ?? ???? ???? ????? ?? ??? ???? ????? ???? ???!!!!??? ?? ? ??? ?????!!!!	positive
?? ??? ????? ????? ???????? ?? ??? ??????? ?????? ????? ????? ??? ?????? ??????? ?????? ????? ????? ? ??? ????? ?? ???? ?? ??? ??? ??	positive
???? ????? ?????? ???? ?? ????? ?? ??? ??? ???????? ??? ???? ?? ??? ??? ???? ???? ?????? ??? ??? ?? ?????	negative
